period,exportImportType,coalRankId,coalRankDescription,price,price-units
2004-Q3,Exports,TOT,All,55.1,dollars per short ton
2016-Q2,Exports,TOT,All,65.79,dollars per short ton
2016-Q4,Exports,TOT,All,92.57,dollars per short ton
2003-Q4,Imports,TOT,All,31.8,dollars per short ton
2003-Q3,Exports,TOT,All,33.19,dollars per short ton
2004-Q3,Imports,TOT,All,39.49,dollars per short ton
2016-Q3,Imports,TOT,All,62.7,dollars per short ton
2012-Q1,Exports,TOT,All,134.88,dollars per short ton
2003-Q3,Imports,TOT,All,31.23,dollars per short ton
2003-Q2,Exports,TOT,All,35.67,dollars per short ton
2003-Q2,Imports,TOT,All,31.17,dollars per short ton
2014-Q2,Imports,TOT,All,80.46,dollars per short ton
2008-Q4,Imports,TOT,All,65.33,dollars per short ton
2009-Q1,Imports,TOT,All,61.03,dollars per short ton
2008-Q3,Imports,TOT,All,64.65,dollars per short ton
2002-Q3,Imports,TOT,All,35.38,dollars per short ton
2014-Q1,Exports,TOT,All,90.72,dollars per short ton
2002-Q2,Exports,TOT,All,40.77,dollars per short ton
2009-Q2,Exports,TOT,All,93.28,dollars per short ton
2014-Q3,Exports,TOT,All,85.69,dollars per short ton
2002-Q1,Imports,TOT,All,36.17,dollars per short ton
2002-Q4,Exports,TOT,All,38.58,dollars per short ton
2011-Q4,Imports,TOT,All,110.19,dollars per short ton
2002-Q3,Exports,TOT,All,42.93,dollars per short ton
2011-Q3,Imports,TOT,All,112.06,dollars per short ton
2002-Q4,Imports,TOT,All,34.78,dollars per short ton
2015-Q1,Imports,TOT,All,69.95,dollars per short ton
2013-Q4,Imports,TOT,All,83.12,dollars per short ton
2016-Q1,Imports,TOT,All,63.97,dollars per short ton
2015-Q4,Exports,TOT,All,68.61,dollars per short ton
2015-Q4,Imports,TOT,All,70.48,dollars per short ton
2015-Q3,Imports,TOT,All,71.85,dollars per short ton
2015-Q2,Exports,TOT,All,80.14,dollars per short ton
2015-Q3,Exports,TOT,All,73.52,dollars per short ton
2015-Q2,Imports,TOT,All,74.4,dollars per short ton
2013-Q3,Exports,TOT,All,91.64,dollars per short ton
2013-Q2,Exports,TOT,All,96.77,dollars per short ton
2013-Q3,Imports,TOT,All,81.66,dollars per short ton
2009-Q3,Exports,TOT,All,98.7,dollars per short ton
2016-Q3,Exports,TOT,All,67.24,dollars per short ton
2014-Q1,Imports,TOT,All,78.15,dollars per short ton
2008-Q4,Exports,TOT,All,104.97,dollars per short ton
2013-Q1,Imports,TOT,All,86.87,dollars per short ton
2013-Q4,Exports,TOT,All,91.46,dollars per short ton
2009-Q2,Imports,TOT,All,65.44,dollars per short ton
2016-Q2,Imports,TOT,All,66.3,dollars per short ton
2013-Q1,Exports,TOT,All,99.68,dollars per short ton
2013-Q2,Imports,TOT,All,83.18,dollars per short ton
2014-Q2,Exports,TOT,All,86.24,dollars per short ton
2017-Q1,Exports,TOT,All,112.14,dollars per short ton
2020-Q1,Imports,TOT,All,69.46,dollars per short ton
2020-Q2,Imports,TOT,All,74.92,dollars per short ton
2016-Q4,Imports,TOT,All,71.21,dollars per short ton
2019-Q2,Exports,TOT,All,112.21,dollars per short ton
2020-Q1,Exports,TOT,All,90.15,dollars per short ton
2020-Q3,Exports,TOT,All,88.83,dollars per short ton
2019-Q1,Exports,TOT,All,110.18,dollars per short ton
2017-Q1,Imports,TOT,All,74.81,dollars per short ton
2018-Q1,Exports,TOT,All,106.94,dollars per short ton
2018-Q2,Imports,TOT,All,82.95,dollars per short ton
2018-Q2,Exports,TOT,All,103.75,dollars per short ton
2018-Q4,Exports,TOT,All,108.69,dollars per short ton
2016-Q1,Exports,TOT,All,61.41,dollars per short ton
2018-Q4,Imports,TOT,All,83.08,dollars per short ton
2018-Q3,Imports,TOT,All,91.02,dollars per short ton
2018-Q3,Exports,TOT,All,99.48,dollars per short ton
2018-Q1,Imports,TOT,All,71.87,dollars per short ton
2019-Q2,Imports,TOT,All,84.78,dollars per short ton
2017-Q2,Imports,TOT,All,79.43,dollars per short ton
2017-Q4,Exports,TOT,All,89.43,dollars per short ton
2019-Q3,Exports,TOT,All,103.09,dollars per short ton
2017-Q4,Imports,TOT,All,86.54,dollars per short ton
2019-Q3,Imports,TOT,All,81.65,dollars per short ton
2019-Q4,Exports,TOT,All,93.22,dollars per short ton
2017-Q3,Exports,TOT,All,99.17,dollars per short ton
2022-Q2,Exports,TOT,All,238.23,dollars per short ton
2022-Q1,Imports,TOT,All,86.5,dollars per short ton
2019-Q1,Imports,TOT,All,78.43,dollars per short ton
2017-Q2,Exports,TOT,All,111.24,dollars per short ton
2022-Q1,Exports,TOT,All,187.2,dollars per short ton
2020-Q4,Exports,TOT,All,83.35,dollars per short ton
2022-Q2,Imports,TOT,All,103.54,dollars per short ton
2019-Q4,Imports,TOT,All,75.66,dollars per short ton
2020-Q2,Exports,TOT,All,90.61,dollars per short ton
2020-Q4,Imports,TOT,All,71.1,dollars per short ton
2020-Q3,Imports,TOT,All,72.17,dollars per short ton
2022-Q3,Exports,TOT,All,205.99,dollars per short ton
2021-Q3,Imports,TOT,All,95.84,dollars per short ton
2022-Q4,Imports,TOT,All,141.73,dollars per short ton
2022-Q4,Exports,TOT,All,191.33,dollars per short ton
2022-Q3,Imports,TOT,All,134.59,dollars per short ton
2021-Q4,Imports,TOT,All,110.28,dollars per short ton
2021-Q2,Exports,TOT,All,93.8,dollars per short ton
2021-Q2,Imports,TOT,All,81.99,dollars per short ton
2017-Q3,Imports,TOT,All,79.43,dollars per short ton
2021-Q1,Exports,TOT,All,88.81,dollars per short ton
2021-Q4,Exports,TOT,All,159.38,dollars per short ton
2021-Q3,Exports,TOT,All,115.84,dollars per short ton
2021-Q1,Imports,TOT,All,71.56,dollars per short ton
2023-Q2,Imports,TOT,All,150.63,dollars per short ton
2023-Q4,Imports,TOT,All,137.86,dollars per short ton
2023-Q3,Imports,TOT,All,143.34,dollars per short ton
2023-Q1,Imports,TOT,All,147.06,dollars per short ton
2024-Q1,Exports,TOT,All,153.34,dollars per short ton
2023-Q3,Exports,TOT,All,136.28,dollars per short ton
2024-Q1,Imports,TOT,All,232.99,dollars per short ton
2023-Q1,Exports,TOT,All,178.23,dollars per short ton
2023-Q2,Exports,TOT,All,155.58,dollars per short ton
2023-Q4,Exports,TOT,All,149.75,dollars per short ton
2006-Q3,Exports,STM,Steam Coal,46.68,dollars per short ton
2002-Q2,Exports,STM,Steam Coal,36.38,dollars per short ton
2010-Q3,Imports,STM,Steam Coal,63.22,dollars per short ton
2004-Q2,Exports,STM,Steam Coal,43.99,dollars per short ton
2004-Q1,Exports,STM,Steam Coal,35.78,dollars per short ton
2004-Q1,Imports,STM,Steam Coal,31.53,dollars per short ton
2003-Q1,Exports,STM,Steam Coal,26.91,dollars per short ton
2006-Q4,Imports,STM,Steam Coal,45.96,dollars per short ton
2004-Q2,Imports,STM,Steam Coal,33.23,dollars per short ton
2001-Q3,Imports,STM,Steam Coal,32.77,dollars per short ton
2010-Q4,Imports,STM,Steam Coal,64.55,dollars per short ton
2008-Q1,Exports,STM,Steam Coal,58.75,dollars per short ton
2010-Q4,Exports,STM,Steam Coal,65.88,dollars per short ton
2005-Q3,Imports,STM,Steam Coal,44.25,dollars per short ton
2005-Q4,Exports,STM,Steam Coal,44.81,dollars per short ton
2005-Q4,Imports,STM,Steam Coal,44.32,dollars per short ton
2001-Q4,Exports,STM,Steam Coal,32.68,dollars per short ton
2001-Q4,Imports,STM,Steam Coal,33.77,dollars per short ton
2006-Q4,Exports,STM,Steam Coal,45,dollars per short ton
2005-Q1,Exports,STM,Steam Coal,55.23,dollars per short ton
2010-Q2,Exports,STM,Steam Coal,66.38,dollars per short ton
2005-Q2,Exports,STM,Steam Coal,48.19,dollars per short ton
2010-Q2,Imports,STM,Steam Coal,62.54,dollars per short ton
2008-Q1,Imports,STM,Steam Coal,51.22,dollars per short ton
2008-Q2,Exports,STM,Steam Coal,58.2,dollars per short ton
2010-Q3,Exports,STM,Steam Coal,65.17,dollars per short ton
2006-Q3,Imports,STM,Steam Coal,45.53,dollars per short ton
2005-Q1,Imports,STM,Steam Coal,42.36,dollars per short ton
2005-Q3,Exports,STM,Steam Coal,45.88,dollars per short ton
2008-Q2,Imports,STM,Steam Coal,52.67,dollars per short ton
2010-Q1,Imports,STM,Steam Coal,59.72,dollars per short ton
2005-Q2,Imports,STM,Steam Coal,42.35,dollars per short ton
2010-Q1,Exports,STM,Steam Coal,64.15,dollars per short ton
2009-Q3,Imports,STM,Steam Coal,62.01,dollars per short ton
2009-Q4,Imports,STM,Steam Coal,60.32,dollars per short ton
2009-Q3,Exports,STM,Steam Coal,70.62,dollars per short ton
2001-Q1,Imports,STM,Steam Coal,30.31,dollars per short ton
2007-Q3,Imports,STM,Steam Coal,45.16,dollars per short ton
2007-Q2,Imports,STM,Steam Coal,44.1,dollars per short ton
2009-Q4,Exports,STM,Steam Coal,76.43,dollars per short ton
2007-Q1,Imports,STM,Steam Coal,44.33,dollars per short ton
2007-Q1,Exports,STM,Steam Coal,47.26,dollars per short ton
2007-Q2,Exports,STM,Steam Coal,38.56,dollars per short ton
2007-Q3,Exports,STM,Steam Coal,51.35,dollars per short ton
2001-Q1,Exports,STM,Steam Coal,29.91,dollars per short ton
2001-Q2,Exports,STM,Steam Coal,31.65,dollars per short ton
2012-Q3,Imports,STM,Steam Coal,80.36,dollars per short ton
2003-Q1,Imports,STM,Steam Coal,30.3,dollars per short ton
2014-Q4,Imports,STM,Steam Coal,78.37,dollars per short ton
2012-Q3,Exports,STM,Steam Coal,76.81,dollars per short ton
2012-Q2,Imports,STM,Steam Coal,86.61,dollars per short ton
2012-Q4,Exports,STM,Steam Coal,73.26,dollars per short ton
2012-Q4,Imports,STM,Steam Coal,83.08,dollars per short ton
2004-Q4,Exports,STM,Steam Coal,42.5,dollars per short ton
2004-Q4,Imports,STM,Steam Coal,39.49,dollars per short ton
2014-Q3,Imports,STM,Steam Coal,76.6,dollars per short ton
2007-Q4,Exports,STM,Steam Coal,52.72,dollars per short ton
2007-Q4,Imports,STM,Steam Coal,47.74,dollars per short ton
2006-Q2,Imports,STM,Steam Coal,47.95,dollars per short ton
2006-Q1,Exports,STM,Steam Coal,47.1,dollars per short ton
2014-Q4,Exports,STM,Steam Coal,65.24,dollars per short ton
2012-Q1,Imports,STM,Steam Coal,87.85,dollars per short ton
2006-Q2,Exports,STM,Steam Coal,46.4,dollars per short ton
2006-Q1,Imports,STM,Steam Coal,45.48,dollars per short ton
2011-Q3,Exports,STM,Steam Coal,76.53,dollars per short ton
2001-Q3,Exports,STM,Steam Coal,32.97,dollars per short ton
2011-Q2,Imports,STM,Steam Coal,80.06,dollars per short ton
2011-Q1,Imports,STM,Steam Coal,79.52,dollars per short ton
2011-Q1,Exports,STM,Steam Coal,82.99,dollars per short ton
2011-Q2,Exports,STM,Steam Coal,78.31,dollars per short ton
2001-Q2,Imports,STM,Steam Coal,32.59,dollars per short ton
2011-Q3,Imports,STM,Steam Coal,83.52,dollars per short ton
2004-Q3,Imports,STM,Steam Coal,38.37,dollars per short ton
2003-Q3,Imports,STM,Steam Coal,30.09,dollars per short ton
2003-Q4,Exports,STM,Steam Coal,29.66,dollars per short ton
2004-Q3,Exports,STM,Steam Coal,42.57,dollars per short ton
2012-Q1,Exports,STM,Steam Coal,81.13,dollars per short ton
2016-Q3,Imports,STM,Steam Coal,61.1,dollars per short ton
2003-Q2,Imports,STM,Steam Coal,30.13,dollars per short ton
2003-Q3,Exports,STM,Steam Coal,25.52,dollars per short ton
2003-Q2,Exports,STM,Steam Coal,25.89,dollars per short ton
2012-Q2,Exports,STM,Steam Coal,74.56,dollars per short ton
2003-Q4,Imports,STM,Steam Coal,30.48,dollars per short ton
2016-Q4,Exports,STM,Steam Coal,54.05,dollars per short ton
2016-Q3,Exports,STM,Steam Coal,43.72,dollars per short ton
2009-Q1,Exports,STM,Steam Coal,76.99,dollars per short ton
2002-Q1,Imports,STM,Steam Coal,34.54,dollars per short ton
2008-Q4,Imports,STM,Steam Coal,62.28,dollars per short ton
2009-Q2,Exports,STM,Steam Coal,70.81,dollars per short ton
2008-Q4,Exports,STM,Steam Coal,60.26,dollars per short ton
2009-Q1,Imports,STM,Steam Coal,59.67,dollars per short ton
2002-Q1,Exports,STM,Steam Coal,33.2,dollars per short ton
2002-Q3,Imports,STM,Steam Coal,34.04,dollars per short ton
2011-Q4,Imports,STM,Steam Coal,81.44,dollars per short ton
2014-Q1,Exports,STM,Steam Coal,68.27,dollars per short ton
2014-Q2,Exports,STM,Steam Coal,68.56,dollars per short ton
2008-Q3,Exports,STM,Steam Coal,51.9,dollars per short ton
2002-Q3,Exports,STM,Steam Coal,39.44,dollars per short ton
2002-Q4,Imports,STM,Steam Coal,32.99,dollars per short ton
2002-Q2,Imports,STM,Steam Coal,34.24,dollars per short ton
2011-Q4,Exports,STM,Steam Coal,83.75,dollars per short ton
2002-Q4,Exports,STM,Steam Coal,29.79,dollars per short ton
2015-Q2,Exports,STM,Steam Coal,56.98,dollars per short ton
2015-Q2,Imports,STM,Steam Coal,68.25,dollars per short ton
2013-Q4,Imports,STM,Steam Coal,76.38,dollars per short ton
2016-Q1,Imports,STM,Steam Coal,63.55,dollars per short ton
2015-Q1,Exports,STM,Steam Coal,62.31,dollars per short ton
2015-Q1,Imports,STM,Steam Coal,68.39,dollars per short ton
2016-Q2,Exports,STM,Steam Coal,57.26,dollars per short ton
2015-Q4,Imports,STM,Steam Coal,66.32,dollars per short ton
2013-Q1,Exports,STM,Steam Coal,73.43,dollars per short ton
2016-Q1,Exports,STM,Steam Coal,43.78,dollars per short ton
2015-Q3,Imports,STM,Steam Coal,65.71,dollars per short ton
2014-Q2,Imports,STM,Steam Coal,76.86,dollars per short ton
2013-Q2,Imports,STM,Steam Coal,74.22,dollars per short ton
2008-Q3,Imports,STM,Steam Coal,60.25,dollars per short ton
2013-Q3,Imports,STM,Steam Coal,72.01,dollars per short ton
2013-Q2,Exports,STM,Steam Coal,69.47,dollars per short ton
2013-Q3,Exports,STM,Steam Coal,66.1,dollars per short ton
2013-Q4,Exports,STM,Steam Coal,67.54,dollars per short ton
2014-Q1,Imports,STM,Steam Coal,75.84,dollars per short ton
2013-Q1,Imports,STM,Steam Coal,81.58,dollars per short ton
2009-Q2,Imports,STM,Steam Coal,63.88,dollars per short ton
2016-Q2,Imports,STM,Steam Coal,65.82,dollars per short ton
2019-Q1,Imports,STM,Steam Coal,68.57,dollars per short ton
2017-Q1,Imports,STM,Steam Coal,66.1,dollars per short ton
2017-Q1,Exports,STM,Steam Coal,56.62,dollars per short ton
2020-Q2,Imports,STM,Steam Coal,65.51,dollars per short ton
2020-Q3,Exports,STM,Steam Coal,72.14,dollars per short ton
2020-Q2,Exports,STM,Steam Coal,64.32,dollars per short ton
2016-Q4,Imports,STM,Steam Coal,70.2,dollars per short ton
2018-Q4,Exports,STM,Steam Coal,69.36,dollars per short ton
2018-Q3,Exports,STM,Steam Coal,62.75,dollars per short ton
2020-Q1,Exports,STM,Steam Coal,57.18,dollars per short ton
2018-Q1,Imports,STM,Steam Coal,63.93,dollars per short ton
2018-Q1,Exports,STM,Steam Coal,58.46,dollars per short ton
2014-Q3,Exports,STM,Steam Coal,65.32,dollars per short ton
2015-Q3,Exports,STM,Steam Coal,54.57,dollars per short ton
2015-Q4,Exports,STM,Steam Coal,49.4,dollars per short ton
2018-Q2,Exports,STM,Steam Coal,62.77,dollars per short ton
2018-Q2,Imports,STM,Steam Coal,63.52,dollars per short ton
2018-Q4,Imports,STM,Steam Coal,70.19,dollars per short ton
2018-Q3,Imports,STM,Steam Coal,70.63,dollars per short ton
2019-Q3,Imports,STM,Steam Coal,65.92,dollars per short ton
2017-Q4,Imports,STM,Steam Coal,73.93,dollars per short ton
2017-Q3,Imports,STM,Steam Coal,63.71,dollars per short ton
2017-Q3,Exports,STM,Steam Coal,59.77,dollars per short ton
2019-Q2,Imports,STM,Steam Coal,66.38,dollars per short ton
2020-Q4,Exports,STM,Steam Coal,60.63,dollars per short ton
2017-Q2,Imports,STM,Steam Coal,63.62,dollars per short ton
2022-Q1,Imports,STM,Steam Coal,77.16,dollars per short ton
2020-Q3,Imports,STM,Steam Coal,68.77,dollars per short ton
2020-Q1,Imports,STM,Steam Coal,67.44,dollars per short ton
2020-Q4,Imports,STM,Steam Coal,67.5,dollars per short ton
2022-Q1,Exports,STM,Steam Coal,80.62,dollars per short ton
2019-Q1,Exports,STM,Steam Coal,65.92,dollars per short ton
2022-Q2,Exports,STM,Steam Coal,104.24,dollars per short ton
2017-Q2,Exports,STM,Steam Coal,53.48,dollars per short ton
2019-Q4,Imports,STM,Steam Coal,63.79,dollars per short ton
2022-Q2,Imports,STM,Steam Coal,84.71,dollars per short ton
2022-Q3,Imports,STM,Steam Coal,129.78,dollars per short ton
2022-Q3,Exports,STM,Steam Coal,140.2,dollars per short ton
2021-Q3,Imports,STM,Steam Coal,81.77,dollars per short ton
2022-Q4,Imports,STM,Steam Coal,119.61,dollars per short ton
2022-Q4,Exports,STM,Steam Coal,137.54,dollars per short ton
2021-Q1,Imports,STM,Steam Coal,66.17,dollars per short ton
2019-Q3,Exports,STM,Steam Coal,62.62,dollars per short ton
2021-Q4,Exports,STM,Steam Coal,68.03,dollars per short ton
2021-Q4,Imports,STM,Steam Coal,85.14,dollars per short ton
2019-Q4,Exports,STM,Steam Coal,59.25,dollars per short ton
2021-Q1,Exports,STM,Steam Coal,62.76,dollars per short ton
2021-Q2,Imports,STM,Steam Coal,73.11,dollars per short ton
2017-Q4,Exports,STM,Steam Coal,57.8,dollars per short ton
2021-Q2,Exports,STM,Steam Coal,62.31,dollars per short ton
2019-Q2,Exports,STM,Steam Coal,65.82,dollars per short ton
2021-Q3,Exports,STM,Steam Coal,66.06,dollars per short ton
2023-Q2,Exports,STM,Steam Coal,94.91,dollars per short ton
2023-Q2,Imports,STM,Steam Coal,118.35,dollars per short ton
2024-Q1,Exports,STM,Steam Coal,92.66,dollars per short ton
2023-Q4,Exports,STM,Steam Coal,99.56,dollars per short ton
2023-Q4,Imports,STM,Steam Coal,110.02,dollars per short ton
2023-Q1,Imports,STM,Steam Coal,129.34,dollars per short ton
2023-Q3,Imports,STM,Steam Coal,114.71,dollars per short ton
2023-Q1,Exports,STM,Steam Coal,119.62,dollars per short ton
2023-Q3,Exports,STM,Steam Coal,85.74,dollars per short ton
2024-Q1,Imports,STM,Steam Coal,179.39,dollars per short ton
