period,location,sector,sectorDescription,price,consumption,stocks,price-units,consumption-units,stocks-units
2001-Q2,RI,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2001-Q2,SD,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2001-Q2,TN,8,Commercial and Institutional,,34882,,dollars per short ton,short tons,short tons
2001-Q2,TX,8,Commercial and Institutional,,4235,,dollars per short ton,short tons,short tons
2001-Q2,UT,8,Commercial and Institutional,,14904,,dollars per short ton,short tons,short tons
2001-Q2,VA,8,Commercial and Institutional,,32332,,dollars per short ton,short tons,short tons
2001-Q2,VT,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2001-Q2,WA,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2001-Q2,WI,8,Commercial and Institutional,,47350,,dollars per short ton,short tons,short tons
2001-Q2,WV,8,Commercial and Institutional,,11946,,dollars per short ton,short tons,short tons
2001-Q2,WY,8,Commercial and Institutional,,34760,,dollars per short ton,short tons,short tons
2001-Q2,AL,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,IL,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,IN,9,Coke Plants,47.52,2052074,450014,dollars per short ton,short tons,short tons
2001-Q2,KY,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,MI,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,NY,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,OH,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,PA,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,UT,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,VA,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,WV,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2001-Q2,AK,94,Independent Power Producers,,64430,0,dollars per short ton,short tons,short tons
2001-Q2,AL,94,Independent Power Producers,,45320,0,dollars per short ton,short tons,short tons
2001-Q2,CA,94,Independent Power Producers,,248350,41353,dollars per short ton,short tons,short tons
2001-Q2,CO,94,Independent Power Producers,,77750,0,dollars per short ton,short tons,short tons
2001-Q2,CT,94,Independent Power Producers,,401770,159706,dollars per short ton,short tons,short tons
2001-Q2,DE,94,Independent Power Producers,,93670,51481,dollars per short ton,short tons,short tons
2001-Q2,FL,94,Independent Power Producers,,582840,157516,dollars per short ton,short tons,short tons
2001-Q2,HI,94,Independent Power Producers,,172730,146456,dollars per short ton,short tons,short tons
2001-Q2,IA,94,Independent Power Producers,,31570,0,dollars per short ton,short tons,short tons
2001-Q2,IL,94,Independent Power Producers,,6918350,4186626,dollars per short ton,short tons,short tons
2001-Q2,IN,94,Independent Power Producers,,348130,221100,dollars per short ton,short tons,short tons
2001-Q2,KY,94,Independent Power Producers,,1252300,557536,dollars per short ton,short tons,short tons
2001-Q2,LA,94,Independent Power Producers,,1931600,985923,dollars per short ton,short tons,short tons
2001-Q2,MA,94,Independent Power Producers,,856790,711110,dollars per short ton,short tons,short tons
2001-Q2,MD,94,Independent Power Producers,,2619720,1482711,dollars per short ton,short tons,short tons
2001-Q2,ME,94,Independent Power Producers,,43330,44000,dollars per short ton,short tons,short tons
2001-Q2,MI,94,Independent Power Producers,,53740,42240,dollars per short ton,short tons,short tons
2001-Q2,MN,94,Independent Power Producers,,0,,dollars per short ton,short tons,short tons
2001-Q2,MT,94,Independent Power Producers,,1966370,400212,dollars per short ton,short tons,short tons
2001-Q2,NC,94,Independent Power Producers,,369190,110486,dollars per short ton,short tons,short tons
2001-Q2,NJ,94,Independent Power Producers,,815660,507154,dollars per short ton,short tons,short tons
2001-Q2,NY,94,Independent Power Producers,,1997530,881636,dollars per short ton,short tons,short tons
2001-Q2,OH,94,Independent Power Producers,,460600,220492,dollars per short ton,short tons,short tons
2001-Q2,OK,94,Independent Power Producers,,213140,408839,dollars per short ton,short tons,short tons
2001-Q2,PA,94,Independent Power Producers,,10194770,5475667,dollars per short ton,short tons,short tons
2001-Q2,TX,94,Independent Power Producers,,0,0,dollars per short ton,short tons,short tons
2001-Q2,UT,94,Independent Power Producers,,105050,,dollars per short ton,short tons,short tons
2001-Q2,VA,94,Independent Power Producers,,717060,377705,dollars per short ton,short tons,short tons
2001-Q2,WA,94,Independent Power Producers,,1045910,1342638,dollars per short ton,short tons,short tons
2001-Q2,WI,94,Independent Power Producers,,2890,14902,dollars per short ton,short tons,short tons
2001-Q2,WV,94,Independent Power Producers,,2672350,1169003,dollars per short ton,short tons,short tons
2001-Q2,AK,98,Electric Power,,107917,0,dollars per short ton,short tons,short tons
2001-Q2,AL,98,Electric Power,,7941126,3362243,dollars per short ton,short tons,short tons
2001-Q2,AR,98,Electric Power,,3598755,1840591,dollars per short ton,short tons,short tons
2001-Q2,AZ,98,Electric Power,,5285073,2218181,dollars per short ton,short tons,short tons
2001-Q2,CA,98,Electric Power,,248350,41353,dollars per short ton,short tons,short tons
2001-Q2,CO,98,Electric Power,,4922308,2596357,dollars per short ton,short tons,short tons
2001-Q2,CT,98,Electric Power,,401770,159706,dollars per short ton,short tons,short tons
2001-Q2,DE,98,Electric Power,,384308,337005,dollars per short ton,short tons,short tons
2001-Q2,FL,98,Electric Power,,7139229,4099189,dollars per short ton,short tons,short tons
2001-Q2,GA,98,Electric Power,,7851551,5743427,dollars per short ton,short tons,short tons
2001-Q2,HI,98,Electric Power,,172730,146456,dollars per short ton,short tons,short tons
2001-Q2,IA,98,Electric Power,,4961733,2903323,dollars per short ton,short tons,short tons
2001-Q2,IL,98,Electric Power,,10714351,7019456,dollars per short ton,short tons,short tons
2001-Q2,IN,98,Electric Power,,13280336,8041247,dollars per short ton,short tons,short tons
2001-Q2,KS,98,Electric Power,,4814785,3432214,dollars per short ton,short tons,short tons
2001-Q2,KY,98,Electric Power,,9982894,4212604,dollars per short ton,short tons,short tons
2001-Q2,LA,98,Electric Power,,3570508,2470322,dollars per short ton,short tons,short tons
2001-Q2,MA,98,Electric Power,,968775,782892,dollars per short ton,short tons,short tons
2001-Q2,MD,98,Electric Power,,2619720,1482711,dollars per short ton,short tons,short tons
2001-Q2,ME,98,Electric Power,,43330,44000,dollars per short ton,short tons,short tons
2001-Q2,MI,98,Electric Power,,8076070,8059792,dollars per short ton,short tons,short tons
